0.000000000000000000e+00,0.000000000000000000e+00,9.752681461042985722e-01
9.424777960769378793e-02,9.191685729244203351e-02,9.483300514672209358e-01
1.884955592153875759e-01,1.787560033720710928e-01,8.914500784799570532e-01
2.827433388230813360e-01,2.599512383481226707e-01,8.289766184395438442e-01
3.769911184307751517e-01,3.350144146413138735e-01,7.617426270584463088e-01
4.712388980384689674e-01,4.035363408137029317e-01,6.905865707366771744e-01
5.654866776461626721e-01,4.651869164789606548e-01,6.163444492495185889e-01
6.597344572538564877e-01,5.197145324442909997e-01,5.398422083589456966e-01
7.539822368615503034e-01,5.669447754316498944e-01,4.618885942925428090e-01
8.482300164692441191e-01,6.067784813206731354e-01,3.832684955723775766e-01
9.424777960769379348e-01,6.391891848342055038e-01,3.047368110933985630e-01
1.036725575684631639e+00,6.642200169412372235e-01,2.270128767127350955e-01
1.130973355292325344e+00,6.819801039792663389e-01,1.507754759814385614e-01
1.225221134900019271e+00,6.926405246023247253e-01,7.665845408947928596e-02
1.319468914507712975e+00,6.964298821514498528e-01,5.246947660377291982e-03
1.413716694115406902e+00,6.936295509357414124e-01,-6.292576322281631662e-02
1.507964473723100607e+00,6.845686552237100209e-01,-1.273807804039881475e-01
1.602212253330794312e+00,6.696188395001991811e-01,-1.876954958481233948e-01
1.696460032938488238e+00,6.491888877716085471e-01,-2.435048934754099059e-01
1.790707812546181943e+00,6.237192484328684117e-01,-2.945022605545162819e-01
1.884955592153875870e+00,5.936765194781892241e-01,-3.404393292803798432e-01
1.979203371761569574e+00,5.595479466812517400e-01,-3.811258734614170751e-01
2.073451151369263279e+00,5.218359848286263647e-01,-4.164287891130772357e-01
2.167698930976956984e+00,4.810529692039955396e-01,-4.462706911831726408e-01
2.261946710584650688e+00,4.377159413326167092e-01,-4.706280616083008961e-01
2.356194490192344837e+00,3.923416695486849903e-01,-4.895289864133661739e-01
2.450442269800038542e+00,3.454419012864873850e-01,-5.030505216159216753e-01
2.544690049407732246e+00,2.975188801630994084e-01,-5.113157292860683878e-01
2.638937829015425951e+00,2.490611569590862051e-01,-5.144904262476592827e-01
2.733185608623119656e+00,2.005397195565837565e-01,-5.127796885979760688e-01
2.827433388230813804e+00,1.524044628025184034e-01,-5.064241554848278870e-01
2.921681167838507509e+00,1.050810151682907423e-01,-4.956961754297178890e-01
3.015928947446201214e+00,5.896793501396487003e-02,-4.808958379434701280e-01
3.110176727053894918e+00,1.443428527078394891e-02,-4.623469322697286166e-01
3.204424506661588623e+00,-2.818240853573654447e-02,-4.403928738373104057e-01
3.298672286269282772e+00,-6.857781575765151127e-02,-4.153926374318308024e-01
3.392920065876976476e+00,-1.064820760224042262e-01,-3.877167342394897687e-01
3.487167845484670181e+00,-1.416606983952879428e-01,-3.577432678015606826e-01
3.581415625092363886e+00,-1.739150933421995671e-01,-3.258541015783876227e-01
3.675663404700057590e+00,-2.030827494949338230e-01,-2.924311682884508379e-01
3.769911184307751739e+00,-2.290370699407402177e-01,-2.578529484935082605e-01
3.864158963915445444e+00,-2.516868852165541903e-01,-2.224911430773020837e-01
3.958406743523139149e+00,-2.709756623755670835e-01,-1.867075613446724791e-01
4.052654523130833297e+00,-2.868804314019595125e-01,-1.508512434816117742e-01
4.146902302738526558e+00,-2.994104518739700849e-01,-1.152558330953194765e-01
4.241150082346220707e+00,-3.086056441140971329e-01,-8.023721252606448584e-02
4.335397861953913967e+00,-3.145348101189545109e-01,-4.609141061793726318e-02
4.429645641561608116e+00,-3.172936703335512698e-01,-1.309278967984989911e-02
4.523893421169301376e+00,-3.170027428313472728e-01,1.850748451351235876e-02
4.618141200776995525e+00,-3.138050916905066323e-01,4.848268861552162273e-02
4.712388980384689674e+00,-3.078639713284990198e-01,7.663150509710470182e-02
4.806636759992382935e+00,-2.993603932837110571e-01,1.027787072613969982e-01
4.900884539600077083e+00,-2.884906414278273767e-01,1.267755723872573403e-01
4.995132319207770344e+00,-2.754637608717241393e-01,1.485000317103745415e-01
5.089380098815464493e+00,-2.604990449070775371e-01,1.678565679739520422e-01
5.183627878423158641e+00,-2.438235432234983346e-01,1.847758731122766673e-01
5.277875658030851902e+00,-2.256696133752674471e-01,1.992142802617536679e-01
5.372123437638546051e+00,-2.062725360618681281e-01,2.111529857193777115e-01
5.466371217246239311e+00,-1.858682132520945995e-01,2.205970776845961878e-01
5.560618996853933460e+00,-1.646909665424298730e-01,2.275743896253367426e-01
5.654866776461627609e+00,-1.429714514165662531e-01,2.321341969032750252e-01
5.749114556069320869e+00,-1.209347012841321539e-01,2.343457758794806611e-01
5.843362335677015018e+00,-9.879831334239966290e-02,2.342968451035429556e-01
5.937610115284708279e+00,-7.677078644393878215e-02,2.320919083732123356e-01
6.031857894892402427e+00,-5.505001928422451063e-02,2.278505194446503179e-01
6.126105674500096576e+00,-3.382197536370287749e-02,2.217054879846406812e-01
6.220353454107789837e+00,-1.325951934543927006e-02,2.138010459955834719e-01
6.314601233715483986e+00,6.478572362069429276e-03,2.042909934229391877e-01
6.408849013323177246e+00,2.524842570248471418e-02,1.933368409854042680e-01
6.503096792930871395e+00,4.292170832054967300e-02,1.811059674632191641e-01
6.597344572538565544e+00,5.938609631670799943e-02,1.677698077534857390e-01
6.691592352146258804e+00,7.454557205250103569e-02,1.535020869672658883e-01
6.785840131753952953e+00,8.832055804033184243e-02,1.384771147159538085e-01
6.880087911361646213e+00,1.006478932294181255e-01,1.228681525288099347e-01
6.974335690969340362e+00,1.114806591610114084e-01,1.068458660741198052e-01
7.068583470577034511e+00,1.207878645049117461e-01,9.057687253798010762e-02
7.162831250184727772e+00,1.285539974020388498e-01,7.422239216156666097e-02
7.257079029792421920e+00,1.347784558217100526e-01,5.793701156392331436e-02
7.351326809400115181e+00,1.394748667960489519e-01,4.186756509653449115e-02
7.445574589007809330e+00,1.426703059175679633e-01,2.615213910113877230e-02
7.539822368615503478e+00,1.444044288805967080e-01,1.091920258586679196e-02
7.634070148223196739e+00,1.447285271151770303e-01,-3.713133491530649487e-03
7.728317927830890888e+00,1.437045197066692537e-01,-1.763772743003757734e-02
7.822565707438584148e+00,1.414038938199635165e-01,-3.075888881256369847e-02
7.916813487046278297e+00,1.379066057591011307e-01,-4.299273285992943894e-02
8.011061266653971558e+00,1.332999545973333477e-01,-5.426740972436600030e-02
8.105309046261666595e+00,1.276774400159362000e-01,-6.452321236698932427e-02
8.199556825869359855e+00,1.211376155998444837e-01,-7.371256761440368732e-02
8.293804605477053116e+00,1.137829483622571081e-01,-8.179991585417016597e-02
8.388052385084746376e+00,1.057186947171410291e-01,-8.876148560338320559e-02
8.482300164692441413e+00,9.705180249665881775e-02,-9.458496986602593637e-02
8.576547944300134674e+00,8.788984792887388764e-02,-9.926911178112875211e-02
8.670795723907827934e+00,7.834001575866013367e-02,-1.028232075540010809e-01
8.765043503515522971e+00,6.850812992066258877e-02,-1.052665350568733754e-01
8.859291283123216232e+00,5.849774136644858569e-02,-1.066277167839974893e-01
8.953539062730909492e+00,4.840927881760301310e-02,-1.069440260511254903e-01
9.047786842338602753e+00,3.833926737119670858e-02,-1.062606454429188135e-01
9.142034621946297790e+00,2.837961903225200491e-02,-1.046298865372773529e-01
9.236282401553991050e+00,1.861699839771006199e-02,-1.021103798766616749e-01
9.330530181161684311e+00,9.132265875705005559e-03,-9.876624401764820538e-02
9.424777960769379348e+00,3.482168969262341323e-17,-9.466624227617431719e-02
9.519025740377072609e+00,-8.711900400961836502e-03,-8.988293550263504184e-02
9.613273519984765869e+00,-1.694253419148977063e-02,-8.449183887388725389e-02
9.707521299592460906e+00,-2.463823681863163903e-02,-7.857059028458955596e-02
9.801769079200154167e+00,-3.175274154506657620e-02,-7.219813746445288838e-02
9.896016858807847427e+00,-3.824726511430311116e-02,-6.545395044739465984e-02
9.990264638415540688e+00,-4.409052053750450034e-02,-5.841726548008379510e-02
1.008451241802323572e+01,-4.925866023880526301e-02,-5.116636588754659709e-02
1.017876019763092899e+01,-5.373515328849672729e-02,-4.377790481907389147e-02
1.027300797723862225e+01,-5.751060088895460637e-02,-3.632627418526447605e-02
1.036725575684631728e+01,-6.058249465525965272e-02,-2.888302347311380580e-02
1.046150353645401054e+01,-6.295492255035035900e-02,-2.151633149689743604e-02
1.055575131606170380e+01,-6.463822759303099186e-02,-1.429053351420375012e-02
1.064999909566939884e+01,-6.564862465659643265e-02,-7.265705514652956443e-03
1.074424687527709210e+01,-6.600778081710982625e-02,-4.973068789856242887e-04
1.083849465488478536e+01,-6.574236479485248696e-02,5.964117986622637438e-03
1.093274243449247862e+01,-6.488357106199484081e-02,1.207317900725923474e-02
1.102699021410017366e+01,-6.346662416637167958e-02,1.778982129834483575e-02
1.112123799370786692e+01,-6.153026874802151880e-02,2.307944855376410295e-02
1.121548577331556018e+01,-5.911625060484714672e-02,2.791299047188003368e-02
1.130973355292325522e+01,-5.626879399965070694e-02,3.226691617430690884e-02
1.140398133253094848e+01,-5.303408019641513149e-02,3.612319597983557062e-02
1.149822911213864174e+01,-4.945973197278456107e-02,3.946921426288387685e-02
1.159247689174633678e+01,-4.559430858214088417e-02,4.229763645080509421e-02
1.168672467135403004e+01,-4.148681533650089293e-02,4.460623349626191558e-02
1.178097245096172330e+01,-3.718623165477084186e-02,4.639766739901069609e-02
1.187522023056941656e+01,-3.274106107383481512e-02,4.767924154572054929e-02
1.196946801017711159e+01,-2.819890635664470610e-02,4.846261978706414147e-02
1.206371578978480485e+01,-2.360607245602945256e-02,4.876351827888902174e-02
1.215796356939249812e+01,-1.900719970935574668e-02,4.860137417980643637e-02
1.225221134900019315e+01,-1.444492925137053942e-02,4.799899532235048921e-02
1.234645912860788641e+01,-9.959602244292518197e-03,4.698219496062469580e-02
1.244070690821557967e+01,-5.588994139101223502e-03,4.557941564593835648e-02
1.253495468782327293e+01,-1.368084803400781329e-03,4.382134619560563993e-02
1.262920246743096797e+01,2.671135017610558240e-03,4.174053560118316103e-02
1.272345024703866123e+01,6.499820796694031830e-03,3.937100757356438996e-02
1.281769802664635449e+01,1.009239510706283829e-02,3.674787924628503122e-02
1.291194580625404953e+01,1.342663284520206370e-02,3.390698735799933111e-02
1.300619358586174279e+01,1.648371165041799882e-02,3.088452501333781644e-02
1.310044136546943605e+01,1.924822865869280086e-02,2.771669188123345243e-02
1.319468914507713109e+01,2.170818498617169134e-02,2.443936043442738668e-02
1.328893692468482435e+01,2.385493957064660844e-02,2.108776056625470685e-02
1.338318470429251761e+01,2.568313420670807062e-02,1.769618464397839513e-02
1.347743248390021087e+01,2.719059179109207039e-02,1.429771477490589596e-02
1.357168026350790591e+01,2.837818994870606668e-02,1.092397377514438619e-02
1.366592804311559917e+01,2.924971233669214007e-02,7.604901043928168243e-03
1.376017582272329243e+01,2.981168002375899143e-02,4.368554261660242272e-03
1.385442360233098746e+01,3.007316541520655209e-02,1.240937549667235672e-03
1.394867138193868072e+01,3.004559124113488980e-02,-1.754143543453365751e-03
1.404291916154637399e+01,2.974251714703924840e-02,-4.595200127931334602e-03
1.413716694115406902e+01,2.917941642331385241e-02,-7.263151283096343919e-03
1.423141472076176228e+01,2.837344538426604321e-02,-9.741388983221133113e-03
1.432566250036945554e+01,2.734320785938696916e-02,-1.201581725535705303e-02
1.441991027997714880e+01,2.610851719128761197e-02,-1.407486639457648792e-02
1.451415805958484384e+01,2.469015804745940817e-02,-1.590948325380360864e-02
1.460840583919253710e+01,2.310965024853405686e-02,-1.751309879898696811e-02
1.470265361880023036e+01,2.138901669575002731e-02,-1.888157427497713647e-02
1.479690139840792540e+01,1.955055734670536546e-02,-2.001312746257501857e-02
1.489114917801561866e+01,1.761663104304311833e-02,-2.090824062246822435e-02
1.498539695762331192e+01,1.560944683836333439e-02,-2.156955181700556667e-02
1.507964473723100696e+01,1.355086631127137495e-02,-2.200173137604556281e-02
1.517389251683870022e+01,1.146221817892888704e-02,-2.221134532866628902e-02
1.526814029644639348e+01,9.364126352618335966e-03,-2.220670765872122948e-02
1.536238807605408674e+01,7.276352400465598870e-03,-2.199772325965797595e-02
1.545663585566178178e+01,5.217653205323767585e-03,-2.159572346336573884e-02
1.555088363526947504e+01,3.205654429577607482e-03,-2.101329599992381517e-02
1.564513141487716830e+01,1.256740224859661387e-03,-2.026411121094939816e-02
1.573937919448486333e+01,-6.140405451331036385e-04,-1.936274628985345386e-02
1.583362697409255659e+01,-2.393051464991936220e-03,-1.832450925886847798e-02
1.592787475370024985e+01,-4.068129165231065131e-03,-1.716526431641974756e-02
1.602212253330794312e+01,-5.628627561395414293e-03,-1.590126010060055953e-02
1.611637031291563815e+01,-7.065446080123097793e-03,-1.454896231649768605e-02
1.621061809252333319e+01,-8.371042349247246120e-03,-1.312489206827092102e-02
1.630486587213102467e+01,-9.539429950173429831e-03,-1.164547112262073920e-02
1.639911365173871971e+01,-1.056616194083228981e-02,-1.012687520995978613e-02
1.649336143134641119e+01,-1.144830095597924521e-02,-8.584896344648909952e-03
1.658760921095410623e+01,-1.218437677812302285e-02,-7.034815017396013268e-03
1.668185699056180127e+01,-1.277433234666011316e-02,-5.491282982711175563e-03
1.677610477016949275e+01,-1.321945923475910736e-02,-3.968217233443075212e-03
1.687035254977718779e+01,-1.352232367316610374e-02,-2.478705624109295378e-03
1.696460032938488283e+01,-1.368668423750591528e-02,-1.034924476185513547e-03
1.705884810899257431e+01,-1.371740234105038418e-02,3.519316271961977442e-04
1.715309588860026935e+01,-1.362034668863198669e-02,1.671707771523613583e-03
1.724734366820796438e+01,-1.340229284981233129e-02,2.915334397549584292e-03
1.734159144781565587e+01,-1.307081910106602275e-02,4.074860887042784305e-03
1.743583922742335091e+01,-1.263419966818429135e-02,5.143477295276796535e-03
1.753008700703104594e+01,-1.210129647198117386e-02,6.115524575681303629e-03
1.762433478663873743e+01,-1.148145044339579819e-02,6.986493732185719042e-03
1.771858256624643246e+01,-1.078437342897802659e-02,7.753014416727721687e-03
1.781283034585412750e+01,-1.002004165530974433e-02,8.412833562812256638e-03
1.790707812546181898e+01,-9.198591661969748867e-03,8.964784710590307029e-03
1.800132590506951402e+01,-8.330219548041467928e-03,9.408748734496383617e-03
1.809557368467720551e+01,-7.425084307743782912e-03,9.745606730959676875e-03
1.818982146428490054e+01,-6.493215957395978566e-03,9.977185861045120147e-03
1.828406924389259558e+01,-5.544429079470224696e-03,1.010619897119289547e-02
1.837831702350028706e+01,-4.588242330778998998e-03,1.013617883465094474e-02
1.847256480310798210e+01,-3.633804381725519277e-03,1.007140786695243616e-02
1.856681258271567714e+01,-2.689826672811545822e-03,9.916844171212210388e-03
1.866106036232336862e+01,-1.764523294021016998e-03,9.678044763427838537e-03
1.875530814193106366e+01,-8.655582130176620991e-04,9.361086814807921888e-03
1.884955592153875870e+01,-6.600815156901187656e-18,9.183857875703173301e-03
